
# Surface 0 of 1 surfaces

# Curve title: "'data.txt'"

# IsoCurve 0, 50 points
# x y z type
9.9795918e+00 2.3469388e+00 3.5830326e+01 i
9.9795918e+00 2.4081633e+00 3.5766700e+01 i
9.9795918e+00 2.4693878e+00 3.5741688e+01 i
9.9795918e+00 2.5306122e+00 3.5739601e+01 i
9.9795918e+00 2.5918367e+00 3.5748041e+01 i
9.9795918e+00 2.6530612e+00 3.5759486e+01 i
9.9795918e+00 2.7142857e+00 3.5773314e+01 i
9.9795918e+00 2.7755102e+00 3.5798585e+01 i
9.9795918e+00 2.8367347e+00 3.5858302e+01 i
9.9795918e+00 2.8979592e+00 3.5997292e+01 i
9.9795918e+00 2.9591837e+00 3.6302510e+01 i
9.9795918e+00 3.0204082e+00 3.6993761e+01 i
9.9795918e+00 3.0816327e+00 3.8159635e+01 i
9.9795918e+00 3.1428571e+00 3.9521276e+01 i
9.9795918e+00 3.2040816e+00 4.0950198e+01 i
9.9795918e+00 3.2653061e+00 4.2375988e+01 i
9.9795918e+00 3.3265306e+00 4.3754188e+01 i
9.9795918e+00 3.3877551e+00 4.5055915e+01 i
9.9795918e+00 3.4489796e+00 4.6262646e+01 i
9.9795918e+00 3.5102041e+00 4.7362926e+01 i
9.9795918e+00 3.5714286e+00 4.8349961e+01 i
9.9795918e+00 3.6326531e+00 4.9219662e+01 i
9.9795918e+00 3.6938776e+00 4.9968905e+01 i
9.9795918e+00 3.7551020e+00 5.0593809e+01 i
9.9795918e+00 3.8163265e+00 5.1087749e+01 i
9.9795918e+00 3.8775510e+00 5.1438508e+01 i
9.9795918e+00 3.9387755e+00 5.1622516e+01 i
9.9795918e+00 4.0000000e+00 5.1582852e+01 i

# IsoCurve 10, 50 points
# x y z type
9.7551020e+00 1.0000000e+00 5.9362633e+01 i
9.7551020e+00 1.0612245e+00 5.7762532e+01 i
9.7551020e+00 1.1224490e+00 5.5960666e+01 i
9.7551020e+00 1.1836735e+00 5.4008080e+01 i
9.7551020e+00 1.2448980e+00 5.1965025e+01 i
9.7551020e+00 1.3061224e+00 4.9889506e+01 i
9.7551020e+00 1.3673469e+00 4.7832809e+01 i
9.7551020e+00 1.4285714e+00 4.5839033e+01 i
9.7551020e+00 1.4897959e+00 4.3946029e+01 i
9.7551020e+00 1.5510204e+00 4.2186502e+01 i
9.7551020e+00 1.6122449e+00 4.0588856e+01 i
9.7551020e+00 1.6734694e+00 3.9177686e+01 i
9.7551020e+00 1.7346939e+00 3.7973907e+01 i
9.7551020e+00 1.7959184e+00 3.6994575e+01 i
9.7551020e+00 1.8571429e+00 3.6252452e+01 i
9.7551020e+00 1.9183673e+00 3.5755337e+01 i
9.7551020e+00 1.9795918e+00 3.5505189e+01 i
9.7551020e+00 2.0408163e+00 3.5497169e+01 i
9.7551020e+00 2.1020408e+00 3.5719037e+01 i
9.7551020e+00 2.1632653e+00 3.6151442e+01 i
9.7551020e+00 2.2244898e+00 3.6768993e+01 i
9.7551020e+00 2.2857143e+00 3.7541593e+01 i
9.7551020e+00 2.3469388e+00 3.8435785e+01 i
9.7551020e+00 2.4081633e+00 3.9416103e+01 i
9.7551020e+00 2.4693878e+00 4.0446518e+01 i
9.7551020e+00 2.5306122e+00 4.1492048e+01 i
9.7551020e+00 2.5918367e+00 4.2520599e+01 i
9.7551020e+00 2.6530612e+00 4.3505127e+01 i
9.7551020e+00 2.7142857e+00 4.4426134e+01 i
9.7551020e+00 2.7755102e+00 4.5274358e+01 i
9.7551020e+00 2.8367347e+00 4.6053022e+01 i
9.7551020e+00 2.8979592e+00 4.6777900e+01 i
9.7551020e+00 2.9591837e+00 4.7472000e+01 i
9.7551020e+00 3.0204082e+00 4.8152623e+01 i
9.7551020e+00 3.0816327e+00 4.8816623e+01 i
9.7551020e+00 3.1428571e+00 4.9437539e+01 i
9.7551020e+00 3.2040816e+00 4.9977783e+01 i
9.7551020e+00 3.2653061e+00 5.0403353e+01 i
9.7551020e+00 3.3265306e+00 5.0691601e+01 i
9.7551020e+00 3.3877551e+00 5.0832456e+01 i
9.7551020e+00 3.4489796e+00 5.0826520e+01 i
9.7551020e+00 3.5102041e+00 5.0682249e+01 i
9.7551020e+00 3.5714286e+00 5.0413136e+01 i
9.7551020e+00 3.6326531e+00 5.0035141e+01 i
9.7551020e+00 3.6938776e+00 4.9564368e+01 i
9.7551020e+00 3.7551020e+00 4.9014947e+01 i
9.7551020e+00 3.8163265e+00 4.8397232e+01 i
9.7551020e+00 3.8775510e+00 4.7716742e+01 i
9.7551020e+00 3.9387755e+00 4.6974882e+01 i
9.7551020e+00 4.0000000e+00 4.6172662e+01 i

# IsoCurve 11, 50 points
# x y z type
9.5306122e+00 1.0000000e+00 5.0802565e+01 i
9.5306122e+00 1.0612245e+00 4.9147459e+01 i
9.5306122e+00 1.1224490e+00 4.7412821e+01 i
9.5306122e+00 1.1836735e+00 4.5620455e+01 i
9.5306122e+00 1.2448980e+00 4.3797977e+01 i
9.5306122e+00 1.3061224e+00 4.1977121e+01 i
9.5306122e+00 1.3673469e+00 4.0192227e+01 i
9.5306122e+00 1.4285714e+00 3.8479160e+01 i
9.5306122e+00 1.4897959e+00 3.6874657e+01 i
9.5306122e+00 1.5510204e+00 3.5415944e+01 i
9.5306122e+00 1.6122449e+00 3.4140410e+01 i
9.5306122e+00 1.6734694e+00 3.3085152e+01 i
9.5306122e+00 1.7346939e+00 3.2286156e+01 i
9.5306122e+00 1.7959184e+00 3.1776990e+01 i
9.5306122e+00 1.8571429e+00 3.1586877e+01 i
9.5306122e+00 1.9183673e+00 3.1738278e+01 i
9.5306122e+00 1.9795918e+00 3.2244271e+01 i
9.5306122e+00 2.0408163e+00 3.3106319e+01 i
9.5306122e+00 2.1020408e+00 3.4313026e+01 i
9.5306122e+00 2.1632653e+00 3.5840256e+01 i
9.5306122e+00 2.2244898e+00 3.7652561e+01 i
9.5306122e+00 2.2857143e+00 3.9705405e+01 i
9.5306122e+00 2.3469388e+00 4.1947611e+01 i
9.5306122e+00 2.4081633e+00 4.4323519e+01 i
9.5306122e+00 2.4693878e+00 4.6774684e+01 i
9.5306122e+00 2.5306122e+00 4.9241108e+01 i
9.5306122e+00 2.5918367e+00 5.1662197e+01 i
9.5306122e+00 2.6530612e+00 5.3977678e+01 i
9.5306122e+00 2.7142857e+00 5.6128703e+01 i
9.5306122e+00 2.7755102e+00 5.8059349e+01 i
9.5306122e+00 2.8367347e+00 5.9718575e+01 i
9.5306122e+00 2.8979592e+00 6.1062568e+01 i
9.5306122e+00 2.9591837e+00 6.2057164e+01 i
9.5306122e+00 3.0204082e+00 6.2679919e+01 i
9.5306122e+00 3.0816327e+00 6.2921381e+01 i
9.5306122e+00 3.1428571e+00 6.2785283e+01 i
9.5306122e+00 3.2040816e+00 6.2287603e+01 i
9.5306122e+00 3.2653061e+00 6.1454722e+01 i
9.5306122e+00 3.3265306e+00 6.0321054e+01 i
9.5306122e+00 3.3877551e+00 5.8926642e+01 i
9.5306122e+00 3.4489796e+00 5.7315049e+01 i
9.5306122e+00 3.5102041e+00 5.5531718e+01 i
9.5306122e+00 3.5714286e+00 5.3622789e+01 i
9.5306122e+00 3.6326531e+00 5.1634213e+01 i
9.5306122e+00 3.6938776e+00 4.9610983e+01 i
9.5306122e+00 3.7551020e+00 4.7596279e+01 i
9.5306122e+00 3.8163265e+00 4.5630382e+01 i
9.5306122e+00 3.8775510e+00 4.3749319e+01 i
9.5306122e+00 3.9387755e+00 4.1983347e+01 i
9.5306122e+00 4.0000000e+00 4.0355525e+01 i

# IsoCurve 12, 50 points
# x y z type
9.3061224e+00 1.0000000e+00 4.2513773e+01 i
9.3061224e+00 1.0612245e+00 4.0829981e+01 i
9.3061224e+00 1.1224490e+00 3.9155996e+01 i
9.3061224e+00 1.1836735e+00 3.7498678e+01 i
9.3061224e+00 1.2448980e+00 3.5866036e+01 i
9.3061224e+00 1.3061224e+00 3.4270127e+01 i
9.3061224e+00 1.3673469e+00 3.2728589e+01 i
9.3061224e+00 1.4285714e+00 3.1265042e+01 i
9.3061224e+00 1.4897959e+00 2.9908992e+01 i
9.3061224e+00 1.5510204e+00 2.8695657e+01 i
9.3061224e+00 1.6122449e+00 2.7665929e+01 i
9.3061224e+00 1.6734694e+00 2.6866476e+01 i
9.3061224e+00 1.7346939e+00 2.6349796e+01 i
9.3061224e+00 1.7959184e+00 2.6173669e+01 i
9.3061224e+00 1.8571429e+00 2.6398968e+01 i
9.3061224e+00 1.9183673e+00 2.7084202e+01 i
9.3061224e+00 1.9795918e+00 2.8275649e+01 i
9.3061224e+00 2.0408163e+00 2.9994949e+01 i
9.3061224e+00 2.1020408e+00 3.2230585e+01 i
9.3061224e+00 2.1632653e+00 3.4939374e+01 i
9.3061224e+00 2.2244898e+00 3.8056461e+01 i
9.3061224e+00 2.2857143e+00 4.1506618e+01 i
9.3061224e+00 2.3469388e+00 4.5211705e+01 i
9.3061224e+00 2.4081633e+00 4.9093692e+01 i
9.3061224e+00 2.4693878e+00 5.3074697e+01 i
9.3061224e+00 2.5306122e+00 5.7075416e+01 i
9.3061224e+00 2.5918367e+00 6.1012756e+01 i
9.3061224e+00 2.6530612e+00 6.4797133e+01 i
9.3061224e+00 2.7142857e+00 6.8329874e+01 i
9.3061224e+00 2.7755102e+00 7.1501543e+01 i
9.3061224e+00 2.8367347e+00 7.4192961e+01 i
9.3061224e+00 2.8979592e+00 7.6281896e+01 i
9.3061224e+00 2.9591837e+00 7.7658581e+01 i
9.3061224e+00 3.0204082e+00 7.8249051e+01 i
9.3061224e+00 3.0816327e+00 7.8035973e+01 i
9.3061224e+00 3.1428571e+00 7.7062337e+01 i
9.3061224e+00 3.2040816e+00 7.5415027e+01 i
9.3061224e+00 3.2653061e+00 7.3200773e+01 i
9.3061224e+00 3.3265306e+00 7.0527622e+01 i
9.3061224e+00 3.3877551e+00 6.7495684e+01 i
9.3061224e+00 3.4489796e+00 6.4194762e+01 i
9.3061224e+00 3.5102041e+00 6.0705564e+01 i
9.3061224e+00 3.5714286e+00 5.7102356e+01 i
9.3061224e+00 3.6326531e+00 5.3455990e+01 i
9.3061224e+00 3.6938776e+00 4.9836768e+01 i
9.3061224e+00 3.7551020e+00 4.6316723e+01 i
9.3061224e+00 3.8163265e+00 4.2970576e+01 i
9.3061224e+00 3.8775510e+00 3.9874024e+01 i
9.3061224e+00 3.9387755e+00 3.7097569e+01 i
9.3061224e+00 4.0000000e+00 3.4695396e+01 i

# IsoCurve 13, 50 points
# x y z type
9.0816327e+00 1.0000000e+00 3.6319314e+01 i
9.0816327e+00 1.0612245e+00 3.4712435e+01 i
9.0816327e+00 1.1224490e+00 3.3209201e+01 i
9.0816327e+00 1.1836735e+00 3.1767038e+01 i
9.0816327e+00 1.2448980e+00 3.0366602e+01 i
9.0816327e+00 1.3061224e+00 2.9005523e+01 i
9.0816327e+00 1.3673469e+00 2.7692612e+01 i
9.0816327e+00 1.4285714e+00 2.6445002e+01 i
9.0816327e+00 1.4897959e+00 2.5286745e+01 i
9.0816327e+00 1.5510204e+00 2.4248187e+01 i
9.0816327e+00 1.6122449e+00 2.3365981e+01 i
9.0816327e+00 1.6734694e+00 2.2683760e+01 i
9.0816327e+00 1.7346939e+00 2.2253764e+01 i
9.0816327e+00 1.7959184e+00 2.2140125e+01 i
9.0816327e+00 1.8571429e+00 2.2425486e+01 i
9.0816327e+00 1.9183673e+00 2.3225078e+01 i
9.0816327e+00 1.9795918e+00 2.4710932e+01 i
9.0816327e+00 2.0408163e+00 2.7063597e+01 i
9.0816327e+00 2.1020408e+00 3.0231252e+01 i
9.0816327e+00 2.1632653e+00 3.4008374e+01 i
9.0816327e+00 2.2244898e+00 3.8235590e+01 i
9.0816327e+00 2.2857143e+00 4.2800141e+01 i
9.0816327e+00 2.3469388e+00 4.7612908e+01 i
9.0816327e+00 2.4081633e+00 5.2596271e+01 i
9.0816327e+00 2.4693878e+00 5.7677356e+01 i
9.0816327e+00 2.5306122e+00 6.2783405e+01 i
9.0816327e+00 2.5918367e+00 6.7837841e+01 i
9.0816327e+00 2.6530612e+00 7.2756129e+01 i
9.0816327e+00 2.7142857e+00 7.7440629e+01 i
9.0816327e+00 2.7755102e+00 8.1773136e+01 i
9.0816327e+00 2.8367347e+00 8.5602416e+01 i
9.0816327e+00 2.8979592e+00 8.8720328e+01 i
9.0816327e+00 2.9591837e+00 9.0815483e+01 i
9.0816327e+00 3.0204082e+00 9.1474853e+01 i
9.0816327e+00 3.0816327e+00 9.0593961e+01 i
9.0816327e+00 3.1428571e+00 8.8538852e+01 i
9.0816327e+00 3.2040816e+00 8.5653364e+01 i
9.0816327e+00 3.2653061e+00 8.2161314e+01 i
9.0816327e+00 3.3265306e+00 7.8217441e+01 i
9.0816327e+00 3.3877551e+00 7.3937826e+01 i
9.0816327e+00 3.4489796e+00 6.9415342e+01 i
9.0816327e+00 3.5102041e+00 6.4728573e+01 i
9.0816327e+00 3.5714286e+00 5.9947808e+01 i
9.0816327e+00 3.6326531e+00 5.5139724e+01 i
9.0816327e+00 3.6938776e+00 5.0371695e+01 i
9.0816327e+00 3.7551020e+00 4.5716577e+01 i
9.0816327e+00 3.8163265e+00 4.1259239e+01 i
9.0816327e+00 3.8775510e+00 3.7107512e+01 i
9.0816327e+00 3.9387755e+00 3.3413318e+01 i
9.0816327e+00 4.0000000e+00 3.0395296e+01 i

# IsoCurve 14, 50 points
# x y z type
8.8571429e+00 1.0000000e+00 3.4484750e+01 i
8.8571429e+00 1.0612245e+00 3.2994566e+01 i
8.8571429e+00 1.1224490e+00 3.1602903e+01 i
8.8571429e+00 1.1836735e+00 3.0288130e+01 i
8.8571429e+00 1.2448980e+00 2.9035338e+01 i
8.8571429e+00 1.3061224e+00 2.7841453e+01 i
8.8571429e+00 1.3673469e+00 2.6713728e+01 i
8.8571429e+00 1.4285714e+00 2.5667830e+01 i
8.8571429e+00 1.4897959e+00 2.4726613e+01 i
8.8571429e+00 1.5510204e+00 2.3919578e+01 i
8.8571429e+00 1.6122449e+00 2.3282964e+01 i
8.8571429e+00 1.6734694e+00 2.2860547e+01 i
8.8571429e+00 1.7346939e+00 2.2705394e+01 i
8.8571429e+00 1.7959184e+00 2.2883017e+01 i
8.8571429e+00 1.8571429e+00 2.3476431e+01 i
8.8571429e+00 1.9183673e+00 2.4591833e+01 i
8.8571429e+00 1.9795918e+00 2.6352614e+01 i
8.8571429e+00 2.0408163e+00 2.8846875e+01 i
8.8571429e+00 2.1020408e+00 3.2047725e+01 i
8.8571429e+00 2.1632653e+00 3.5834291e+01 i
8.8571429e+00 2.2244898e+00 4.0073661e+01 i
8.8571429e+00 2.2857143e+00 4.4653049e+01 i
8.8571429e+00 2.3469388e+00 4.9478020e+01 i
8.8571429e+00 2.4081633e+00 5.4465252e+01 i
8.8571429e+00 2.4693878e+00 5.9536509e+01 i
8.8571429e+00 2.5306122e+00 6.4613883e+01 i
8.8571429e+00 2.5918367e+00 6.9615534e+01 i
8.8571429e+00 2.6530612e+00 7.4451204e+01 i
8.8571429e+00 2.7142857e+00 7.9016701e+01 i
8.8571429e+00 2.7755102e+00 8.3186349e+01 i
8.8571429e+00 2.8367347e+00 8.6802155e+01 i
8.8571429e+00 2.8979592e+00 8.9660050e+01 i
8.8571429e+00 2.9591837e+00 9.1507087e+01 i
8.8571429e+00 3.0204082e+00 9.2108042e+01 i
8.8571429e+00 3.0816327e+00 9.1414045e+01 i
8.8571429e+00 3.1428571e+00 8.9606446e+01 i
8.8571429e+00 3.2040816e+00 8.6934438e+01 i
8.8571429e+00 3.2653061e+00 8.3608679e+01 i
8.8571429e+00 3.3265306e+00 7.9790398e+01 i
8.8571429e+00 3.3877551e+00 7.5604654e+01 i
8.8571429e+00 3.4489796e+00 7.1152608e+01 i
8.8571429e+00 3.5102041e+00 6.6520233e+01 i
8.8571429e+00 3.5714286e+00 6.1784625e+01 i
8.8571429e+00 3.6326531e+00 5.7019028e+01 i
8.8571429e+00 3.6938776e+00 5.2297460e+01 i
8.8571429e+00 3.7551020e+00 4.7699677e+01 i
8.8571429e+00 3.8163265e+00 4.3317331e+01 i
8.8571429e+00 3.8775510e+00 3.9261799e+01 i
8.8571429e+00 3.9387755e+00 3.5670144e+01 i
8.8571429e+00 4.0000000e+00 3.2687297e+01 i

# IsoCurve 15, 50 points
# x y z type
8.6326531e+00 1.0000000e+00 3.6497462e+01 i
8.6326531e+00 1.0612245e+00 3.5210224e+01 i
8.6326531e+00 1.1224490e+00 3.3964181e+01 i
8.6326531e+00 1.1836735e+00 3.2768472e+01 i
8.6326531e+00 1.2448980e+00 3.1633276e+01 i
8.6326531e+00 1.3061224e+00 3.0571550e+01 i
8.6326531e+00 1.3673469e+00 2.9600202e+01 i
8.6326531e+00 1.4285714e+00 2.8740634e+01 i
8.6326531e+00 1.4897959e+00 2.8018915e+01 i
8.6326531e+00 1.5510204e+00 2.7465779e+01 i
8.6326531e+00 1.6122449e+00 2.7116572e+01 i
8.6326531e+00 1.6734694e+00 2.7011088e+01 i
8.6326531e+00 1.7346939e+00 2.7193057e+01 i
8.6326531e+00 1.7959184e+00 2.7708827e+01 i
8.6326531e+00 1.8571429e+00 2.8604580e+01 i
8.6326531e+00 1.9183673e+00 2.9921402e+01 i
8.6326531e+00 1.9795918e+00 3.1688272e+01 i
8.6326531e+00 2.0408163e+00 3.3914635e+01 i
8.6326531e+00 2.1020408e+00 3.6585746e+01 i
8.6326531e+00 2.1632653e+00 3.9663257e+01 i
8.6326531e+00 2.2244898e+00 4.3090479e+01 i
8.6326531e+00 2.2857143e+00 4.6799208e+01 i
8.6326531e+00 2.3469388e+00 5.0715277e+01 i
8.6326531e+00 2.4081633e+00 5.4761707e+01 i
8.6326531e+00 2.4693878e+00 5.8859751e+01 i
8.6326531e+00 2.5306122e+00 6.2928506e+01 i
8.6326531e+00 2.5918367e+00 6.6883765e+01 i
8.6326531e+00 2.6530612e+00 7.0636649e+01 i
8.6326531e+00 2.7142857e+00 7.4092619e+01 i
8.6326531e+00 2.7755102e+00 7.7151728e+01 i
8.6326531e+00 2.8367347e+00 7.9711384e+01 i
8.6326531e+00 2.8979592e+00 8.1673121e+01 i
8.6326531e+00 2.9591837e+00 8.2954061e+01 i
8.6326531e+00 3.0204082e+00 8.3501017e+01 i
8.6326531e+00 3.0816327e+00 8.3301571e+01 i
8.6326531e+00 3.1428571e+00 8.2385967e+01 i
8.6326531e+00 3.2040816e+00 8.0818654e+01 i
8.6326531e+00 3.2653061e+00 7.8684532e+01 i
8.6326531e+00 3.3265306e+00 7.6076316e+01 i
8.6326531e+00 3.3877551e+00 7.3086297e+01 i
8.6326531e+00 3.4489796e+00 6.9802542e+01 i
8.6326531e+00 3.5102041e+00 6.6308112e+01 i
8.6326531e+00 3.5714286e+00 6.2681916e+01 i
8.6326531e+00 3.6326531e+00 5.9000201e+01 i
8.6326531e+00 3.6938776e+00 5.5338000e+01 i
8.6326531e+00 3.7551020e+00 5.1769983e+01 i
8.6326531e+00 3.8163265e+00 4.8370014e+01 i
8.6326531e+00 3.8775510e+00 4.5208650e+01 i
8.6326531e+00 3.9387755e+00 4.2347984e+01 i
8.6326531e+00 4.0000000e+00 3.9834432e+01 i

# IsoCurve 16, 50 points
# x y z type
8.4081633e+00 1.0000000e+00 4.0445288e+01 i
8.4081633e+00 1.0612245e+00 3.9435061e+01 i
8.4081633e+00 1.1224490e+00 3.8412508e+01 i
8.4081633e+00 1.1836735e+00 3.7397722e+01 i
8.4081633e+00 1.2448980e+00 3.6415551e+01 i
8.4081633e+00 1.3061224e+00 3.5493473e+01 i
8.4081633e+00 1.3673469e+00 3.4659970e+01 i
8.4081633e+00 1.4285714e+00 3.3943595e+01 i
8.4081633e+00 1.4897959e+00 3.3372578e+01 i
8.4081633e+00 1.5510204e+00 3.2974706e+01 i
8.4081633e+00 1.6122449e+00 3.2777200e+01 i
8.4081633e+00 1.6734694e+00 3.2806403e+01 i
8.4081633e+00 1.7346939e+00 3.3087119e+01 i
8.4081633e+00 1.7959184e+00 3.3641505e+01 i
8.4081633e+00 1.8571429e+00 3.4487500e+01 i
8.4081633e+00 1.9183673e+00 3.5636894e+01 i
8.4081633e+00 1.9795918e+00 3.7093285e+01 i
8.4081633e+00 2.0408163e+00 3.8850359e+01 i
8.4081633e+00 2.1020408e+00 4.0890922e+01 i
8.4081633e+00 2.1632653e+00 4.3186964e+01 i
8.4081633e+00 2.2244898e+00 4.5700720e+01 i
8.4081633e+00 2.2857143e+00 4.8386387e+01 i
8.4081633e+00 2.3469388e+00 5.1192080e+01 i
8.4081633e+00 2.4081633e+00 5.4061711e+01 i
8.4081633e+00 2.4693878e+00 5.6936625e+01 i
8.4081633e+00 2.5306122e+00 5.9757016e+01 i
8.4081633e+00 2.5918367e+00 6.2463234e+01 i
8.4081633e+00 2.6530612e+00 6.4997156e+01 i
8.4081633e+00 2.7142857e+00 6.7303735e+01 i
8.4081633e+00 2.7755102e+00 6.9332775e+01 i
8.4081633e+00 2.8367347e+00 7.1040791e+01 i
8.4081633e+00 2.8979592e+00 7.2392639e+01 i
8.4081633e+00 2.9591837e+00 7.3362582e+01 i
8.4081633e+00 3.0204082e+00 7.3934646e+01 i
8.4081633e+00 3.0816327e+00 7.4102581e+01 i
8.4081633e+00 3.1428571e+00 7.3869859e+01 i
8.4081633e+00 3.2040816e+00 7.3249796e+01 i
8.4081633e+00 3.2653061e+00 7.2265432e+01 i
8.4081633e+00 3.3265306e+00 7.0948760e+01 i
8.4081633e+00 3.3877551e+00 6.9339291e+01 i
8.4081633e+00 3.4489796e+00 6.7482272e+01 i
8.4081633e+00 3.5102041e+00 6.5426880e+01 i
8.4081633e+00 3.5714286e+00 6.3224618e+01 i
8.4081633e+00 3.6326531e+00 6.0927900e+01 i
8.4081633e+00 3.6938776e+00 5.8588744e+01 i
8.4081633e+00 3.7551020e+00 5.6257429e+01 i
8.4081633e+00 3.8163265e+00 5.3981007e+01 i
8.4081633e+00 3.8775510e+00 5.1801659e+01 i
8.4081633e+00 3.9387755e+00 4.9755015e+01 i
8.4081633e+00 4.0000000e+00 4.7868682e+01 i

# IsoCurve 17, 50 points
# x y z type
8.1836735e+00 1.0000000e+00 4.4753795e+01 i
8.1836735e+00 1.0612245e+00 4.4020715e+01 i
8.1836735e+00 1.1224490e+00 4.3191614e+01 i
8.1836735e+00 1.1836735e+00 4.2318500e+01 i
8.1836735e+00 1.2448980e+00 4.1455258e+01 i
8.1836735e+00 1.3061224e+00 4.0647411e+01 i
8.1836735e+00 1.3673469e+00 3.9931171e+01 i
8.1836735e+00 1.4285714e+00 3.9335152e+01 i
8.1836735e+00 1.4897959e+00 3.8882191e+01 i
8.1836735e+00 1.5510204e+00 3.8590707e+01 i
8.1836735e+00 1.6122449e+00 3.8475599e+01 i
8.1836735e+00 1.6734694e+00 3.8548774e+01 i
8.1836735e+00 1.7346939e+00 3.8819371e+01 i
8.1836735e+00 1.7959184e+00 3.9293789e+01 i
8.1836735e+00 1.8571429e+00 3.9975544e+01 i
8.1836735e+00 1.9183673e+00 4.0864914e+01 i
8.1836735e+00 1.9795918e+00 4.1957938e+01 i
8.1836735e+00 2.0408163e+00 4.3244277e+01 i
8.1836735e+00 2.1020408e+00 4.4705083e+01 i
8.1836735e+00 2.1632653e+00 4.6313641e+01 i
8.1836735e+00 2.2244898e+00 4.8038022e+01 i
8.1836735e+00 2.2857143e+00 4.9843140e+01 i
8.1836735e+00 2.3469388e+00 5.1691908e+01 i
8.1836735e+00 2.4081633e+00 5.3546141e+01 i
8.1836735e+00 2.4693878e+00 5.5367590e+01 i
8.1836735e+00 2.5306122e+00 5.7119173e+01 i
8.1836735e+00 2.5918367e+00 5.8766501e+01 i
8.1836735e+00 2.6530612e+00 6.0279730e+01 i
8.1836735e+00 2.7142857e+00 6.1635863e+01 i
8.1836735e+00 2.7755102e+00 6.2821554e+01 i
8.1836735e+00 2.8367347e+00 6.3836286e+01 i
8.1836735e+00 2.8979592e+00 6.4694870e+01 i
8.1836735e+00 2.9591837e+00 6.5425261e+01 i
8.1836735e+00 3.0204082e+00 6.6054093e+01 i
8.1836735e+00 3.0816327e+00 6.6582749e+01 i
8.1836735e+00 3.1428571e+00 6.6982027e+01 i
8.1836735e+00 3.2040816e+00 6.7213506e+01 i
8.1836735e+00 3.2653061e+00 6.7248832e+01 i
8.1836735e+00 3.3265306e+00 6.7075135e+01 i
8.1836735e+00 3.3877551e+00 6.6693426e+01 i
8.1836735e+00 3.4489796e+00 6.6115411e+01 i
8.1836735e+00 3.5102041e+00 6.5360485e+01 i
8.1836735e+00 3.5714286e+00 6.4453197e+01 i
8.1836735e+00 3.6326531e+00 6.3421139e+01 i
8.1836735e+00 3.6938776e+00 6.2293152e+01 i
8.1836735e+00 3.7551020e+00 6.1097754e+01 i
8.1836735e+00 3.8163265e+00 5.9861731e+01 i
8.1836735e+00 3.8775510e+00 5.8608915e+01 i
8.1836735e+00 3.9387755e+00 5.7359366e+01 i
8.1836735e+00 4.0000000e+00 5.6129566e+01 i

# IsoCurve 18, 50 points
# x y z type
7.9591837e+00 1.0000000e+00 4.7011700e+01 i
7.9591837e+00 1.0612245e+00 4.6521458e+01 i
7.9591837e+00 1.1224490e+00 4.5888374e+01 i
7.9591837e+00 1.1836735e+00 4.5232615e+01 i
7.9591837e+00 1.2448980e+00 4.4616550e+01 i
7.9591837e+00 1.3061224e+00 4.4078702e+01 i
7.9591837e+00 1.3673469e+00 4.3644451e+01 i
7.9591837e+00 1.4285714e+00 4.3330542e+01 i
7.9591837e+00 1.4897959e+00 4.3147526e+01 i
7.9591837e+00 1.5510204e+00 4.3101292e+01 i
7.9591837e+00 1.6122449e+00 4.3194116e+01 i
7.9591837e+00 1.6734694e+00 4.3425422e+01 i
7.9591837e+00 1.7346939e+00 4.3792381e+01 i
7.9591837e+00 1.7959184e+00 4.4290420e+01 i
7.9591837e+00 1.8571429e+00 4.4913788e+01 i
7.9591837e+00 1.9183673e+00 4.5656444e+01 i
7.9591837e+00 1.9795918e+00 4.6514396e+01 i
7.9591837e+00 2.0408163e+00 4.7487845e+01 i
7.9591837e+00 2.1020408e+00 4.8556099e+01 i
7.9591837e+00 2.1632653e+00 4.9687991e+01 i
7.9591837e+00 2.2244898e+00 5.0857916e+01 i
7.9591837e+00 2.2857143e+00 5.2042314e+01 i
7.9591837e+00 2.3469388e+00 5.3218637e+01 i
7.9591837e+00 2.4081633e+00 5.4365337e+01 i
7.9591837e+00 2.4693878e+00 5.5462274e+01 i
7.9591837e+00 2.5306122e+00 5.6491378e+01 i
7.9591837e+00 2.5918367e+00 5.7437556e+01 i
7.9591837e+00 2.6530612e+00 5.8289878e+01 i
7.9591837e+00 2.7142857e+00 5.9043127e+01 i
7.9591837e+00 2.7755102e+00 5.9699943e+01 i
7.9591837e+00 2.8367347e+00 6.0274145e+01 i
7.9591837e+00 2.8979592e+00 6.0796961e+01 i
7.9591837e+00 2.9591837e+00 6.1333119e+01 i
7.9591837e+00 3.0204082e+00 6.2022430e+01 i
7.9591837e+00 3.0816327e+00 6.2910085e+01 i
7.9591837e+00 3.1428571e+00 6.3836642e+01 i
7.9591837e+00 3.2040816e+00 6.4709445e+01 i
7.9591837e+00 3.2653061e+00 6.5480748e+01 i
7.9591837e+00 3.3265306e+00 6.6123724e+01 i
7.9591837e+00 3.3877551e+00 6.6624243e+01 i
7.9591837e+00 3.4489796e+00 6.6976858e+01 i
7.9591837e+00 3.5102041e+00 6.7182313e+01 i
7.9591837e+00 3.5714286e+00 6.7245761e+01 i
7.9591837e+00 3.6326531e+00 6.7175387e+01 i
7.9591837e+00 3.6938776e+00 6.6981270e+01 i
7.9591837e+00 3.7551020e+00 6.6674420e+01 i
